85  45  73  62  28  98  83  10  23  95  72  59  87  42  24  22  36  24  22  44  89  84  95  13  42  86  41  77  25  46  18  14  68  65  77  74  78  26  35  17  70  31  43  76  49  88  61  58  53  46  67  65  69  97  21  22  22  56  65  71  89  85  51  60  56  80  11  81  59  13  84  87  31  19  50  72  77  48  75  48  46  26  36  41  64  57  61  71  27  63  84  91  19  11  76  85  60  99  35  17
50  94  10  84  78  12  74  33  12  75  56  32  82  89  49  95  34  15  17  79  96  85  78  35  34  18  60  56  42  68  42  93  58  37  42  64  16  64  96  50  82  31  93  42  26  50  55  68  30  88  79  83  30  19  43  30  40  11  65  98  32  18  94  25  87  40  20  34  86  97  21  33  66  64  73  87  11  70  73  15  81  21  61  69  79  50  15  22  76  40  22  48  16  70  58  33  30  95  26  71
25  10  74  41  32  58  68  33  23  48  89  62  97  11  24  33  17  40  61  75  72  51  47  73  67  87  20  21  14  27  97  13  24  38  61  48  75  22  65  84  59  48  30  30  72  11  68  69  44  36  78  79  53  14  38  52  97  93  83  54  85  43  73  17  55  97  19  17  59  77  36  27  71  98  84  32  88  82  96  83  78  16  52  48  25  94  75  75  85  44  25  69  80  15  17  39  97  48  79  83
97  29  73  74  31  63  61  91  15  92  66  64  46  88  71  75  76  68  96  33  47  16  44  41  43  99  32  22  27  78  71  50  38  40  19  47  54  32  71  86  40  26  17  74  95  71  53  48  51  72  21  97  28  66  52  31  97  41  22  49  58  46  68  99  18  82  36  12  95  60  42  34  23  21  89  52  60  60  90  91  63  43  93  73  15  12  18  84  75  96  24  32  37  42  82  75  70  68  64  68
90  57  77  57  42  38  70  87  89  22  90  72  63  86  27  38  13  58  71  18  17  72  88  31  99  27  28  55  70  79  79  10  44  25  63  56  56  75  44  52  97  50  43  65  13  42  98  47  99  85  57  61  42  81  78  19  36  97  78  12  22  61  79  13  90  68  71  88  12  86  77  39  86  54  87  72  96  19  47  36  70  72  21  62  32  87  94  98  84  38  97  52  74  17  25  38  71  50  95  46
45  93  90  36  27  79  59  57  50  90  62  16  63  95  97  75  38  52  14  37  33  20  59  62  74  71  66  31  34  73  37  53  88  26  43  35  66  95  82  13  63  61  96  95  55  16  58  19  11  12  69  84  54  50  77  82  75  98  85  72  20  62  95  32  77  98  64  74  58  72  16  18  90  33  15  23  86  74  12  55  78  75  83  26  40  45  34  37  14  75  94  28  92  34  57  97  98  67  12  71
51  44  74  28  51  83  84  70  91  53  18  97  35  87  66  40  28  58  68  92  25  57  27  66  55  43  24  20  46  42  78  27  87  49  40  41  22  54  24  76  96  88  50  81  20  40  43  56  30  99  60  67  25  53  90  96  74  81  61  89  64  87  93  29  25  40  81  70  60  35  19  84  87  25  20  21  44  78  83  49  51  30  55  84  33  89  91  17  65  48  18  70  73  74  90  64  12  49  56  38
36  63  59  75  63  57  26  29  73  72  34  66  69  72  79  65  63  90  90  98  32  23  75  17  93  38  54  44  88  33  76  45  44  26  31  33  19  74  40  70  51  35  27  74  65  49  34  18  62  25  90  24  72  71  42  43  60  33  12  67  15  49  49  66  24  66  86  89  39  25  76  10  39  20  81  14  34  81  39  91  67  27  92  74  64  88  36  93  30  78  71  14  59  86  55  35  70  31  61  96
90  33  92  61  65  22  96  95  72  57  46  79  73  10  15  75  43  97  83  18  81  38  31  81  50  54  34  38  79  17  48  49  17  73  28  33  32  89  41  67  54  66  74  88  18  97  89  20  53  28  42  78  32  49  41  97  39  73  68  61  30  45  77  13  63  16  74  82  31  36  25  41  87  64  43  77  72  23  35  84  55  56  17  11  48  73  47  90  22  87  37  54  25  88  57  89  57  71  39  18
41  75  22  40  90  72  87  87  99  60  14  24  28  56  99  13  68  50  28  60  71  15  17  19  35  74  76  42  57  70  35  73  71  17  44  64  42  16  33  67  60  33  70  39  58  62  75  42  12  45  56  88  89  40  15  80  79  91  45  50  41  67  86  18  24  93  48  53  88  15  21  53  87  63  69  73  44  90  74  23  55  74  75  19  11  89  77  78  22  55  25  43  36  50  26  44  70  69  68  34
14  86  84  98  50  91  77  61  78  86  53  19  61  74  34  88  98  96  68  84  40  10  62  58  74  78  52  12  62  30  32  60  50  74  11  34  38  13  52  85  77  31  33  79  50  64  75  45  26  41  85  17  59  85  21  90  15  28  39  26  76  58  67  93  42  86  54  53  60  21  11  34  41  61  60  15  67  33  93  37  76  47  15  93  11  25  77  89  82  23  27  72  53  88  95  68  16  31  53  38
32  18  35  75  81  96  78  87  55  56  16  76  60  76  26  69  19  83  62  74  85  56  93  23  43  44  10  19  30  27  46  57  15  83  69  64  54  74  92  82  39  87  48  75  15  77  50  77  51  62  26  74  54  14  14  55  27  91  35  46  60  96  19  36  52  42  75  93  19  85  38  82  42  43  80  60  15  40  75  70  64  87  60  93  11  17  39  90  21  17  23  45  12  18  65  79  18  88  33  78
52  44  65  44  37  39  17  31  51  85  41  11  66  69  41  27  29  50  42  13  59  62  60  20  49  15  12  92  69  36  60  61  39  51  11  41  17  47  76  52  82  37  72  48  64  50  30  96  22  61  81  22  43  44  88  47  98  64  77  49  15  85  37  33  14  17  30  26  29  32  89  69  67  81  90  27  82  60  67  27  91  45  23  83  82  59  41  61  60  68  81  19  24  73  26  80  53  58  80  87
69  77  63  59  62  76  15  85  44  66  57  50  51  73  38  51  96  83  85  68  59  94  22  91  54  92  53  27  92  17  50  96  66  20  16  97  41  29  18  11  61  53  62  83  36  82  66  44  71  34  13  72  12  41  71  44  10  42  21  73  30  47  95  55  42  18  21  32  47  77  43  13  64  93  86  82  89  60  11  44  93  34  69  24  24  75  49  58  75  94  45  52  25  10  24  34  66  74  13  18
29  47  97  15  38  72  91  52  25  68  78  13  62  81  26  41  80  66  28  97  68  60  62  80  49  55  69  68  85  19  72  30  90  29  83  21  72  88  15  60  64  38  60  97  39  30  81  87  45  28  84  38  71  77  87  71  89  31  83  51  53  60  85  75  98  30  56  72  69  96  84  58  77  89  20  73  64  85  68  32  43  75  16  86  29  50  69  92  96  35  75  33  35  65  93  57  81  48  83  41
56  17  73  46  91  51  45  24  57  95  77  33  88  95  60  90  91  90  62  45  70  77  43  78  37  88  76  59  51  12  65  97  68  27  73  49  82  38  78  93  90  21  33  33  58  50  15  82  83  25  25  93  28  67  50  96  14  91  78  86  77  33  35  46  34  24  94  17  32  67  36  90  94  16  65  24  54  75  90  86  44  65  44  78  21  36  70  16  52  97  12  31  41  65  73  98  68  29  49  94
40  39  59  65  19  78  76  96  99  60  34  75  93  51  47  87  18  27  59  58  51  43  70  96  90  47  45  13  83  23  82  60  52  44  30  46  44  74  78  41  41  57  18  14  24  94  85  60  68  34  40  11  84  42  27  22  80  70  98  17  49  26  98  85  72  95  14  53  32  92  58  68  45  72  14  13  68  77  94  86  80  51  89  24  93  24  73  67  77  26  68  80  76  97  91  15  98  54  58  41
22  97  14  53  87  19  93  53  58  40  73  72  14  12  53  96  73  80  90  68  24  45  83  81  74  64  18  77  43  27  58  58  41  32  92  58  71  75  32  13  79  11  67  79  98  10  52  48  46  23  35  52  87  29  77  16  83  43  91  93  63  81  92  72  83  24  28  46  91  16  61  83  12  64  11  95  16  92  50  81  57  26  92  26  14  89  45  25  89  65  77  39  33  10  70  64  74  39  34  39
63  30  30  35  24  42  57  23  80  75  50  20  63  84  37  81  64  98  22  14  57  28  93  68  12  40  83  11  52  67  12  91  40  37  51  25  43  73  19  73  28  88  32  15  11  28  70  85  87  26  43  10  81  11  89  50  31  45  28  13  20  41  81  87  26  27  46  24  12  42  15  58  79  30  85  86  74  16  93  11  11  23  17  97  69  87  71  12  27  38  80  39  66  49  52  69  66  64  33  15
94  92  73  58  51  42  54  11  69  37  14  48  53  35  66  42  13  60  29  54  69  19  14  54  76  46  50  63  58  24  62  47  32  57  75  25  75  44  78  75  85  50  55  63  37  22  92  47  11  20  59  64  70  45  77  72  62  70  50  48  75  28  88  89  53  82  37  29  99  24  46  47  90  78  28  82  49  64  15  82  43  88  94  46  72  43  86  90  55  62  75  65  72  16  25  78  12  94  42  33
81  63  21  52  79  11  96  14  98  66  96  32  92  59  89  83  16  35  64  64  35  46  94  59  29  84  90  38  16  91  66  34  20  80  48  76  81  42  78  38  61  93  15  23  56  32  41  26  88  83  68  92  96  12  22  89  77  62  95  22  46  11  29  62  43  34  33  43  36  41  25  20  15  89  77  50  76  83  16  91  35  71  96  66  91  81  32  71  23  69  55  77  43  40  22  24  75  20  88  11
91  34  54  31  29  20  69  66  91  67  94  43  32  76  20  77  21  43  60  13  52  92  52  49  82  11  21  44  15  86  57  16  12  30  18  90  57  49  92  31  21  95  10  86  21  71  37  81  45  81  97  74  65  83  16  28  49  79  64  28  82  63  15  47  33  34  56  86  54  94  43  77  34  70  43  26  47  57  74  16  39  88  58  31  98  47  19  69  69  32  82  59  67  61  75  21  39  37  47  79
23  31  96  36  46  48  33  80  76  66  79  79  81  96  81  59  98  97  45  39  36  77  60  16  60  43  92  23  86  89  47  92  98  66  28  16  58  55  16  46  17  98  79  54  71  67  30  11  45  39  90  73  32  36  14  28  95  63  75  18  43  25  81  39  47  99  51  60  30  33  99  54  46  58  90  14  16  62  23  31  96  69  34  40  47  57  42  16  95  45  23  17  55  50  38  21  38  70  80  88
53  53  29  55  27  92  34  42  47  40  80  43  93  67  59  75  78  27  45  94  92  16  24  20  59  68  92  20  61  30  52  28  86  29  34  37  23  78  64  58  66  86  35  93  90  29  52  50  36  42  52  15  23  49  41  83  52  11  86  64  75  70  12  86  54  49  50  31  87  32  66  78  63  78  23  88  62  86  48  94  35  69  86  43  31  87  99  30  31  16  91  19  88  42  32  54  47  57  52  79
96  57  70  46  17  97  28  89  79  32  81  70  92  53  96  59  79  94  50  95  48  61  97  35  74  50  15  56  29  75  86  88  50  17  52  59  73  89  74  21  38  44  47  25  43  73  68  55  39  41  31  55  17  20  60  49  63  37  94  78  53  96  76  39  91  55  91  76  28  54  82  85  56  88  22  94  43  46  76  91  33  17  15  38  37  51  52  54  57  88  59  82  58  34  41  79  48  53  92  96
28  33  73  39  93  68  40  26  82  47  52  61  27  30  77  92  34  20  11  32  17  36  13  68  80  70  63  62  30  79  95  88  73  76  76  50  48  28  25  33  35  30  58  44  27  13  65  42  42  58  96  50  97  38  86  70  30  24  32  94  17  49  78  75  21  40  67  75  70  26  38  93  34  33  77  92  11  14  91  15  93  45  24  89  63  32  28  74  65  30  16  78  11  97  37  53  51  78  59  46
61  60  49  90  38  87  47  91  94  35  62  54  56  64  49  16  35  94  33  27  23  65  17  90  31  62  23  34  69  80  28  53  55  70  91  26  47  87  52  35  80  33  48  14  29  52  74  54  16  78  44  25  70  46  27  99  59  93  34  98  57  46  24  39  34  42  94  75  90  56  93  22  65  89  82  51  18  20  69  53  73  36  49  62  75  12  50  75  58  92  39  48  68  79  33  85  37  68  36  59
29  89  47  25  58  47  30  94  28  59  76  73  59  77  88  45  22  76  55  58  68  68  28  30  58  12  59  11  18  99  68  53  31  11  83  26  91  34  12  97  98  72  26  84  66  62  70  83  97  27  15  75  80  38  47  71  66  50  63  17  37  70  56  81  38  13  31  11  34  93  44  95  34  80  43  79  71  69  94  88  71  37  27  15  11  81  24  98  27  32  52  32  89  89  65  85  89  15  38  91
99  41  89  75  64  56  34  11  34  24  19  36  20  16  31  76  25  82  78  16  16  22  49  91  50  69  36  25  48  87  24  91  72  49  84  43  60  48  27  81  28  29  28  44  27  87  15  39  54  16  29  24  21  59  23  85  21  45  79  32  57  36  89  25  14  95  53  61  35  87  87  30  51  84  33  76  79  80  90  35  52  22  94  56  77  19  34  39  44  50  69  58  47  32  23  21  34  28  20  24
20  30  46  39  22  81  27  45  45  36  14  59  87  41  13  80  67  24  34  13  17  42  63  14  57  12  69  85  28  75  40  76  89  48  46  51  49  15  81  33  60  28  56  15  34  36  33  24  76  54  22  53  52  82  19  65  87  40  75  76  42  72  44  32  46  27  54  52  44  27  94  30  49  49  58  96  96  33  31  24  15  33  23  20  46  15  88  28  18  82  35  91  38  32  50  90  36  58  42  73
70  57  86  81  70  10  62  27  52  39  56  56  66  63  83  39  16  88  18  27  12  15  26  98  12  19  75  32  90  65  63  83  75  62  96  21  68  53  53  69  15  49  90  27  45  27  35  12  14  57  30  28  75  60  28  38  31  31  20  65  87  73  62  34  96  69  60  42  80  70  44  56  61  58  50  89  52  22  72  46  54  11  43  45  76  31  15  77  17  45  75  76  14  73  93  36  85  27  18  66
18  51  15  73  74  65  57  15  53  31  37  27  35  82  73  30  25  58  99  31  91  59  51  14  77  62  30  68  28  43  25  33  43  89  23  80  72  54  67  70  69  76  75  76  85  64  73  45  36  43  42  34  64  74  18  31  24  61  23  47  50  17  83  55  91  97  32  82  51  13  57  31  38  39  56  30  27  31  26  13  89  51  36  98  87  63  95  44  68  61  68  42  82  88  41  36  18  22  81  15
79  33  13  74  47  13  36  10  76  98  38  98  61  95  37  87  86  57  40  24  58  92  97  69  38  81  87  27  50  17  40  98  94  18  72  56  68  65  10  68  90  31  42  73  61  31  38  93  23  61  35  57  56  98  38  37  32  39  64  78  22  48  32  34  73  67  44  84  71  75  70  48  60  23  71  61  98  23  70  41  90  48  57  22  35  61  13  71  44  98  64  85  83  11  72  67  36  95  99  45
57  77  58  51  80  64  85  34  62  92  28  14  38  93  61  32  31  25  26  43  28  39  17  39  38  77  15  27  20  31  19  24  30  78  91  32  32  44  57  78  17  23  84  61  63  75  55  46  75  92  49  57  42  26  46  33  86  90  80  58  42  59  35  72  75  37  12  91  39  44  95  75  95  79  98  79  13  14  76  34  78  29  36  76  44  74  81  76  20  71  18  41  68  44  92  36  96  36  59  33
19  67  29  51  97  81  80  56  80  38  27  76  78  13  73  57  91  39  87  29  65  97  27  46  84  65  25  72  95  81  14  50  39  76  32  88  61  92  75  68  35  52  27  53  11  42  35  29  96  44  60  28  14  26  37  27  92  53  38  12  85  95  35  68  68  24  83  23  84  16  29  69  60  18  92  67  76  73  71  91  66  35  81  37  87  75  28  17  35  53  67  11  57  39  49  59  83  33  74  42
98  14  70  33  56  21  31  70  91  13  50  89  90  89  73  21  16  97  92  35  47  89  98  14  95  35  65  31  10  64  69  95  19  91  22  72  51  87  76  37  62  99  17  74  53  76  42  61  12  21  93  99  71  18  75  77  56  12  20  42  52  80  44  15  44  79  76  99  76  88  54  36  65  25  70  46  34  59  79  23  46  88  74  42  80  89  19  32  27  29  59  47  54  11  61  85  98  91  15  23
25  34  14  79  92  11  26  59  35  16  18  77  17  63  96  61  37  60  94  98  99  11  28  30  25  62  89  91  14  65  91  28  28  59  36  22  20  72  26  29  72  35  64  17  68  86  54  95  28  29  78  81  66  77  60  98  32  96  82  64  49  51  15  48  57  77  20  65  62  45  54  38  34  30  25  39  37  39  13  49  84  84  85  74  78  37  13  91  80  46  62  49  88  63  90  69  40  44  29  32
63  16  95  15  46  94  66  76  54  34  93  25  32  25  42  64  59  27  16  61  54  60  24  90  20  86  85  45  80  95  11  74  54  26  61  78  34  88  46  32  17  43  84  61  19  51  30  77  77  34  54  83  84  94  91  87  20  88  96  72  12  19  28  49  53  42  31  51  93  58  62  85  20  19  29  62  21  55  18  14  98  37  86  31  45  58  10  93  96  94  34  40  13  70  45  78  67  80  25  40
86  63  30  65  88  13  49  35  89  62  91  38  30  63  69  98  78  11  82  88  55  71  80  48  71  70  93  31  86  74  64  43  62  75  72  24  18  64  50  97  60  57  85  59  57  80  86  31  91  84  89  28  53  45  98  27  23  34  77  44  34  18  44  26  83  42  11  48  26  59  55  71  81  26  63  65  17  52  31  51  11  42  71  46  69  38  57  45  51  88  70  33  31  18  61  46  75  55  80  14
39  11  83  42  29  14  51  85  98  38  20  48  35  48  42  84  90  14  85  23  33  56  98  69  53  29  32  34  85  45  62  52  96  44  40  17  60  21  85  78  43  27  42  50  39  71  77  18  31  74  54  53  20  40  96  21  46  24  97  87  63  90  60  73  45  19  13  51  64  78  81  43  31  36  28  11  43  90  58  41  31  66  54  56  38  73  43  36  72  58  76  54  74  14  56  32  11  33  84  63
75  66  32  92  38  91  23  73  92  70  85  50  38  58  70  45  20  97  38  85  75  90  40  54  40  79  56  89  33  47  32  14  58  26  93  42  87  20  74  89  70  43  59  28  48  14  90  36  43  98  44  72  69  57  63  30  65  93  13  76  94  77  28  90  19  50  39  26  53  44  28  19  35  42  59  95  68  14  91  36  97  94  84  69  91  24  97  98  52  18  72  94  92  68  17  28  93  11  40  35
12  30  93  52  64  35  75  42  14  19  94  88  81  93  25  60  68  58  35  22  98  93  57  87  59  84  55  66  75  58  20  74  74  11  53  18  24  96  81  26  43  55  52  66  88  18  78  99  33  49  78  85  52  49  47  91  53  86  19  89  53  61  47  27  39  64  58  25  50  21  15  12  63  33  35  20  74  63  85  38  76  53  15  10  69  12  35  35  61  26  30  37  79  54  72  86  29  24  89  48
27  32  34  44  85  17  50  60  34  90  96  96  79  54  57  41  12  46  74  20  20  46  44  56  94  68  72  60  76  94  92  65  12  56  50  21  85  60  59  84  12  64  77  43  42  87  76  79  92  60  37  25  92  41  84  35  45  35  31  67  72  83  98  42  46  57  49  17  67  18  25  94  84  11  75  41  18  97  30  62  86  13  76  89  71  70  56  12  48  60  82  15  94  89  46  94  12  87  82  77
10  70  21  82  18  58  63  24  25  22  66  88  54  16  75  42  34  82  65  40  81  22  73  76  43  86  88  71  47  26  46  93  36  72  69  27  28  17  29  27  22  63  71  33  69  15  77  66  76  36  13  69  74  17  76  84  37  18  20  57  81  93  80  70  63  42  86  32  92  84  77  21  90  86  45  39  89  82  66  70  67  47  85  42  28  52  29  39  70  63  39  54  38  88  32  57  57  93  57  15
47  60  17  18  44  69  49  75  71  39  85  70  62  52  77  22  89  31  74  50  19  31  41  60  96  70  57  94  48  96  75  65  44  73  17  52  18  71  67  98  35  27  52  49  22  45  33  83  55  83  90  17  56  64  77  30  94  59  40  35  36  48  98  42  95  23  65  56  34  54  92  15  39  74  69  11  67  79  55  21  88  13  11  92  71  44  35  28  90  82  77  69  80  30  56  82  85  73  89  45
96  96  78  35  32  37  77  90  94  19  35  55  53  23  81  96  48  64  63  82  13  30  32  31  11  23  37  45  24  95  46  82  95  41  76  84  11  43  43  92  96  61  33  17  22  80  13  47  85  26  90  34  96  20  26  69  83  91  20  60  56  32  75  35  91  54  16  38  97  87  61  52  98  78  63  28  35  26  91  78  18  91  44  87  64  48  23  39  71  59  22  30  93  26  36  26  35  91  51  94
83  38  64  22  42  15  19  98  82  16  23  18  66  84  71  15  41  99  79  24  37  71  60  58  57  67  25  69  99  88  14  62  95  11  83  74  14  51  89  47  20  78  28  78  52  27  29  13  70  32  69  56  63  77  72  72  38  24  15  21  67  58  24  56  83  57  53  84  19  51  54  66  92  84  60  73  92  47  88  82  62  37  20  85  69  75  52  60  78  95  90  68  37  31  30  86  95  52  17  55
37  84  75  11  62  16  29  44  32  25  76  93  83  51  58  46  36  84  41  22  45  37  26  22  59  26  26  71  23  73  13  74  78  23  36  69  32  96  96  66  22  70  33  68  19  40  91  66  25  77  82  45  72  59  94  47  24  30  77  12  96  53  48  16  90  27  72  32  72  86  60  48  40  94  55  10  21  25  91  12  30  33  92  35  82  55  82  36  53  32  28  71  13  19  54  70  91  72  22  73
45  80  78  21  18  30  93  20  77  35  61  52  18  38  46  51  20  11  90  29  10  26  24  29  56  30  54  76  56  37  78  16  13  83  53  23  18  13  57  92  92  12  17  29  22  80  72  24  50  58  22  57  22  62  42  27  76  51  66  14  17  87  32  53  20  59  44  53  98  42  26  90  49  39  70  53  38  55  36  38  63  91  13  68  12  24  37  13  21  80  22  75  49  86  48  15  21  45  48  52
92  76  67  28  28  62  22  66  24  86  82  69  72  58  77  70  28  20  91  54  84  65  92  88  15  59  49  78  22  56  42  94  88  81  30  37  68  84  38  22  31  43  68  64  38  36  59  47  38  43  45  98  12  79  81  41  72  38  33  37  13  52  55  42  92  78  66  90  59  26  42  97  80  37  88  43  43  74  92  54  56  90  69  38  69  55  64  58  37  69  82  80  24  11  24  71  41  15  17  68
66  84  57  88  36  84  12  78  38  87  60  55  77  66  46  23  53  68  90  12  87  63  92  78  95  19  68  42  83  18  97  18  46  68  12  88  83  29  88  70  43  29  83  54  13  81  79  37  96  53  74  11  95  47  41  62  34  43  63  31  11  93  30  84  94  21  31  14  80  33  69  82  10  65  30  58  82  64  45  29  53  95  11  93  79  47  18  95  29  70  79  49  75  63  38  83  56  42  16  69
68  51  38  96  78  40  68  54  90  74  73  29  37  39  14  62  23  36  48  97  11  52  10  33  64  61  99  30  44  68  84  12  49  72  90  35  15  42  48  12  66  89  29  63  84  72  87  51  70  74  73  71  22  18  84  59  90  22  72  19  95  55  53  49  22  61  81  36  65  66  85  76  62  39  87  45  82  86  37  99  60  30  67  13  36  71  49  96  92  15  31  70  91  48  58  82  48  96  70  34
98  47  95  31  49  47  75  98  48  90  95  96  78  41  11  37  85  17  32  28  20  57  22  45  84  42  84  24  91  48  15  39  88  80  39  66  31  50  32  92  92  60  41  52  76  47  72  58  71  72  16  93  69  65  83  21  81  86  64  21  53  83  21  70  40  31  55  74  25  98  67  67  18  35  86  89  94  74  31  14  14  49  53  47  60  40  76  21  64  17  63  91  11  95  30  91  44  67  18  22
55  29  43  60  89  81  58  91  42  52  43  85  15  33  21  35  93  67  89  12  98  67  21  70  52  35  73  94  75  28  64  87  34  33  22  32  12  35  24  59  27  87  72  67  45  81  31  11  51  55  92  52  21  13  36  38  29  22  36  20  69  73  86  16  98  29  91  19  93  78  84  42  86  82  51  17  33  10  88  35  17  70  93  85  76  53  35  87  44  50  53  64  14  52  86  70  23  21  95  84
58  91  73  24  41  20  68  26  16  61  71  57  80  17  96  35  52  35  68  69  33  46  29  85  94  89  17  32  13  61  67  98  40  68  40  48  35  82  85  15  62  58  52  78  40  75  93  17  75  97  54  22  82  67  21  17  42  85  30  78  26  56  29  95  20  61  98  50  82  25  71  46  43  86  93  83  96  11  14  23  69  63  26  65  86  62  56  57  10  28  19  52  51  80  80  42  93  69  75  34
29  60  73  87  97  97  52  97  84  14  85  25  83  11  30  13  28  69  28  48  96  61  31  27  99  63  22  34  11  11  11  99  90  35  10  70  52  98  66  86  65  21  88  32  14  94  37  89  47  73  79  18  85  43  92  15  50  10  43  91  10  40  65  91  25  33  48  14  76  60  64  29  36  88  41  41  88  96  39  30  44  45  13  87  27  57  77  23  33  77  13  99  25  37  67  12  31  90  76  73
29  60  76  28  20  46  15  25  34  41  88  59  68  77  42  40  12  92  24  83  18  31  15  24  99  41  85  33  60  72  98  19  64  39  90  50  71  58  94  56  57  84  62  46  53  73  78  36  80  29  36  78  14  48  67  24  79  23  49  32  14  63  74  45  33  63  32  94  87  57  50  97  14  33  27  18  34  74  55  65  93  12  18  80  71  84  81  72  84  87  40  91  34  20  65  54  61  60  17  26
86  54  73  75  48  44  56  17  41  59  85  62  60  11  35  70  51  78  41  26  65  95  44  94  49  70  44  14  90  51  69  68  84  91  85  24  35  49  57  20  59  74  70  52  53  95  17  78  93  71  35  63  23  20  31  43  22  64  67  67  53  96  48  56  81  34  87  38  21  75  29  16  45  42  85  27  77  64  29  21  65  16  76  26  47  18  87  12  35  28  78  81  13  24  22  59  71  48  51  74
11  56  53  97  67  12  56  45  33  35  46  73  54  71  67  66  30  28  52  99  21  56  68  70  84  17  98  47  43  43  44  44  40  68  17  49  75  40  13  42  78  76  41  84  69  57  49  76  95  55  16  44  44  51  63  79  84  68  17  87  85  63  86  31  47  17  27  16  46  50  57  83  54  88  98  80  33  52  93  65  26  22  71  40  87  48  61  37  16  49  96  73  29  50  22  20  17  30  96  88
74  18  42  45  70  99  96  45  39  84  31  13  40  91  43  49  47  56  48  66  53  30  11  59  96  48  72  38  47  76  48  49  25  96  85  49  58  43  67  36  46  50  12  73  35  29  79  31  51  23  21  51  83  63  41  94  41  11  45  85  15  68  94  57  39  85  44  68  82  21  16  88  87  81  69  71  60  51  66  39  41  59  94  82  87  55  47  78  31  47  51  55  73  39  79  96  99  85  18  62
